image_name,grade
007-2740-100,1
007-4746-200,2
20170328145703859,0
007-1834-100,2
20170329080834348,0
007-7482-601,0
20170225202000260,0
007-3181-100,1
007-1071-000,0
007-2318-100,2
20170323094832144,0
20170430143038226,0
007-1468-000,0
20170429202627416,0
007-5863-300,2
20170428155659202,0
007-5802-300,2
007-5819-300,2
20170224221735464,0
007-0390-000,0
007-7958-601,2
007-1267-000,0
007-2806-100,2
007-7403-601,2
007-3528-200,2
007-7322-601,0
007-2630-100,1
007-2670-100,1
007-0499-000,0
007-2170-100,1
20170417105754370,0
007-7712-601,0
007-0999-000,0
007-5893-300,2
007-3718-200,2
20170607075514595,2
007-4091-200,2
20170223094629433,0
007-3385-200,2
007-2088-100,2
20170412113239202,0
20170330220158270,0
007-1538-000,0
007-5309-300,2
20170501232735328,2
007-4917-300,2
007-7017-400,4
20170327160209161,0
007-6099-300,2
007-3593-200,2
20170429213320500,0
20170327161710463,0
007-0391-000,0
20170225202052377,0
20170323093944125,0
007-4306-200,2
20170427184931329,0
007-7970-601,0
007-5646-300,2
007-1140-000,0
007-5964-300,3
007-2569-100,0
007-1336-000,0
007-4527-200,2
007-7164-400,4
007-1001-000,0
007-0221-000,0
007-5051-300,2
20170324140135441,0
007-5398-300,2
007-6105-300,2
007-1824-100,1
20170608195154945,2
007-0806-000,0
007-4205-200,2
20170215165902262,0
007-3255-100,1
007-2604-100,2
20170422192440321,0
20170329140026539,0
007-4670-200,2
007-0918-000,0
007-3409-200,2
20170217134558267,0
20170429220728492,0
20170331101919123,0
20170429204203273,0
20170324093303394,0
20170429210214682,0
20170619085859977,2
007-2428-100,2
007-2024-100,2
20170429210512044,0
20170331152748847,0
007-1863-100,0
007-4604-200,2
20170629093404959,2
007-8005-601,2
007-2589-100,2
20170414102933090,0
007-1015-000,0
20170430202657958,0
20170414094845256,0
007-0035-000,0
007-4862-300,2
20170214220333097,0
20170525110328035,2
007-0025-000,0
007-6665-400,4
007-3857-200,2
20170609162100510,2
007-6823-400,4
20170424170732306,0
20170407212919172,0
20170328094305699,0
007-4081-200,2
007-0830-000,0
007-5632-300,2
20170524110421849,2
007-5178-300,2
20170429212530143,0
007-2140-100,0
20170621111314473,2
20170223151244647,0
007-6842-400,4
20170417111714533,0
007-0736-000,0
007-1223-000,0
007-3251-100,1
007-6627-400,4
20170217095932938,0
007-6711-400,4
007-5608-300,2
20170412135314676,0
007-3348-200,2
20170429214900908,0
007-1880-100,2
20170427085243758,0
007-2331-100,2
20170428091636786,0
007-0775-000,0
20170430201247723,0
20170411085120763,0
007-7128-400,4
20170216172422578,0
20170216181312400,0
20170429225833583,0
007-1706-000,0
007-5629-300,2
20170323083521729,0
007-0750-000,0
20170421090335674,0
007-1099-000,0
007-6250-300,2
20170611090344012,2
007-2985-100,1
20170408212545796,0
20170429220931403,0
007-5924-300,2
007-6562-400,4
20170427190101175,0
007-6403-400,4
20170429201707510,0
007-5433-300,2
007-0294-000,0
007-5080-300,2
20170330140920632,0
20170120142710630,0
007-5025-300,2
20170228225854236,0
007-4683-200,2
20170409201121783,0
20170124131319634,0
007-4507-200,2
007-3558-200,2
20170427192016911,0
007-5436-300,1
007-6404-400,4
007-6456-400,4
007-2707-100,1
20170427185641134,0
20170407223312682,0
007-4180-200,0
007-5303-300,2
007-4295-200,2
007-5097-300,2
007-4815-300,2
007-0070-000,0
007-6836-400,4
007-0862-000,0
007-6623-400,4
20170427180935648,0
20170330100132948,0
20170410143233144,0
007-3767-200,2
007-6964-400,4
20170629210946501,2
007-2181-100,2
007-1899-100,2
20170615114500999,1
20170323090622129,0
007-5829-300,2
20170408231646827,0
007-1214-000,0
20170429205941167,0
20170227160332039,0
007-7576-601,0
007-3155-100,2
007-4822-300,2
007-3692-200,2
007-0334-000,0
20170518102353294,2
007-4196-200,2
007-7212-400,4
007-3595-200,2
20170414094843781,0
20170429222236516,0
007-5356-300,2
20170223171323774,0
20170408215237876,0
20170424170726887,0
007-3461-200,2
20170617214243173,2
007-1523-000,0
20170417105530186,0
007-4163-200,2
007-0241-000,0
007-1217-000,0
20170211162406924,0
20170427183919381,0
20170424165653167,0
007-6764-400,4
20170331085316650,0
007-6295-400,4
20170408220806375,0
20170329083202294,0
007-5565-300,2
20170430150825153,0
007-2789-100,2
007-4953-300,2
007-1163-000,0
20170429204253651,0
007-7666-601,2
007-2394-100,1
007-2392-100,1
007-8566-604,0
007-0528-000,0
007-0393-000,0
20170215223736752,0
007-6725-400,4
007-0931-000,0
007-3554-200,2
20170408233827747,0
007-2272-100,2
007-2383-100,2
007-1614-000,0
007-0716-000,0
20170424154619507,0
20170505094752269,2
007-0633-000,0
007-1530-000,0
007-4424-200,2
007-8494-604,0
007-6608-400,4
20170408231835180,0
007-7111-400,4
007-2609-100,2
007-4735-200,2
20170609151913237,2
007-3444-200,2
007-1434-000,0
007-3981-200,2
20170122170705476,0
007-5665-300,2
007-8521-604,0
20170214135802377,0
007-0240-000,0
20170210095117593,0
007-4352-200,2
20170427190949954,0
007-4694-200,2
007-5191-300,2
007-1879-100,2
20170217091021120,0
20170614081004288,2
20170220140220670,0
20170408220055269,0
007-3617-200,2
20170622085448687,2
007-3273-100,1
20170622084616268,2
007-5808-300,2
20170429215534306,0
20170215165902746,0
20170424155002286,0
007-0257-000,0
007-6805-400,4
20170226215522575,0
007-5555-300,2
007-4297-200,2
007-6449-400,4
20170613191530891,2
20170426134105195,0
007-3504-200,2
20170429201123659,0
20170407151534840,0
007-4385-200,2
007-6880-400,4
20170615095849817,2
20170415082515006,0
20170327080743745,0
007-3616-200,2
20170427190114312,0
20170418100259938,0
007-4791-300,2
20170221135021002,0
007-1229-000,1
007-0994-000,0
007-3337-200,2
20170612134815390,2
007-5766-300,2
007-3963-200,2
20170429213305891,0
007-7960-601,0
007-4890-300,2
007-8281-602,0
20170429220312286,0
007-6539-400,4
007-5715-300,2
007-3927-200,2
20170429205854448,0
20170217171845073,0
20170222150401576,0
20170413085017776,0
20170328150218913,0
20170427180715306,0
007-5283-300,2
007-2093-100,1
20170427182048647,0
007-4586-200,2
007-1035-000,0
007-2132-100,2
007-6857-400,4
007-2727-100,2
007-3882-200,2
007-3016-100,2
20170607153633977,2
007-6849-400,4
20170120215044106,0
20170428140422781,0
20170428083309217,0
007-2116-100,0
20170408232520025,0
007-2389-100,1
007-7246-400,4
20170223152427638,0
20170405090519417,0
20170429202013692,0
20170405144855161,0
20170221143940428,0
20170419080503535,0
007-1583-000,0
007-1837-100,2
20170226090217982,0
20170616084703535,3
20170426075630806,0
007-1198-000,0
007-3080-100,2
007-0622-000,0
007-0280-000,0
20170226223314837,0
20170429200530941,0
007-0693-000,2
007-8477-604,0
20170223094427567,0
007-6364-400,4
20170429201751503,0
007-0699-000,2
20170614163110064,2
20170429204224555,0
007-4901-300,2
20170411141340843,0
20170417200625313,0
007-4142-200,2
20170408231134712,0
20170326104849119,0
20170411094654805,0
007-2511-100,2
20170408221828738,0
20170330152314231,0
007-1630-000,0
20170608192954869,2
007-3508-200,2
20170329093248613,0
007-0964-000,0
007-6962-400,4
007-1373-000,0
007-7026-400,4
007-4786-300,3
007-0022-000,0
007-4453-200,2
20170429223628767,0
007-3288-200,2
007-2853-100,2
007-0210-000,0
20170321102453454,0
007-2060-100,2
20170429204749544,0
20170228164822024,0
007-1061-000,0
007-2455-100,1
20170120220818563,0
20170412202452024,0
007-2897-100,2
007-1446-000,0
007-5714-300,2
20170430193459105,0
007-6861-400,4
007-0276-000,0
007-2725-100,1
007-1150-000,0
007-5718-300,2
007-4336-200,2
007-5581-300,2
007-3800-200,2
007-3431-200,2
007-7848-601,0
007-1522-000,0
20170418100819088,0
007-6329-400,4
007-5347-300,2
007-1550-000,0
20170324083212839,0
007-3365-200,2
20170327095114395,0
007-1664-000,0
20170430193646374,0
007-6332-400,4
007-3039-100,1
20170417092513951,0
007-5092-300,2
20170228155835992,0
007-3408-200,2
007-2094-100,1
007-2175-100,2
007-6088-300,2
007-3604-200,2
007-3575-200,2
007-5089-300,2
007-4799-300,2
20170503090306902,2
20170614093235797,2
007-1179-000,0
007-2076-100,2
20170430200239845,0
007-6631-400,4
007-1903-100,0
007-0943-000,0
20170227234625607,0
20170323092613317,0
007-1204-000,0
20170331085538677,0
007-6831-400,4
20170123091248070,0
20170606191332677,2
007-3630-200,2
007-3339-200,2
007-4885-300,3
20170626161028160,2
20170220091917601,0
20170428130132741,0
007-3189-100,1
20170220154504219,0
20170430191342076,0
20170430201006499,0
007-2588-100,1
20170327084037780,0
007-3449-200,2
20170506084444579,2
20170324091959765,0
007-6213-300,3
007-8560-604,0
20170413210926833,0
20170408212405284,0
007-3289-200,2
007-1672-000,0
20170329094455007,0
007-4894-300,2
007-2917-100,0
20170228000229136,0
20170330085956922,0
007-6276-300,3
007-1782-100,2
20170427184515148,0
007-3647-200,2
007-2541-100,2
20170406085447924,0
007-0164-000,0
20170411115150518,0
20170210165610120,0
007-2671-100,2
007-2520-100,1
007-1803-100,0
007-4168-200,2
007-4264-200,2
007-4138-200,2
007-6775-400,4
20170428100842515,0
20170524103038485,2
20170619085833727,2
20170602155135982,2
20170216142054406,0
007-0850-000,0
007-5922-300,2
007-7678-601,0
20170331085031265,0
007-1909-100,2
007-2660-100,2
007-2745-100,0
007-4257-200,2
007-6544-400,2
20170620001050014,2
007-2864-100,2
007-1634-000,0
007-5274-300,2
20170427183348596,0
20170323083645401,0
20170621172217764,2
20170331094615661,0
20170329143453583,0
20170222150740420,0
007-0585-000,0
20170613091436744,2
007-7253-400,4
20170630161316194,2
20170120091144477,0
20170427181248592,0
20170429221028450,0
20170208112205253,0
007-6714-400,4
007-7334-601,0
20170414104218750,0
007-1256-000,0
20170428110148596,0
20170427162327224,0
007-4304-200,2
20170430175930772,0
20170303142400838,0
007-3057-100,2
007-7126-400,4
007-0403-000,0
20170328094733654,0
007-1313-000,0
007-6613-400,4
20170323095325734,0
007-0122-000,0
007-3603-200,2
20170408221651429,0
20170429202619215,0
20170427103321931,0
20170327160654598,0
007-1970-100,1
20170417110643269,0
007-6138-300,2
20170210161551421,0
20170427185141662,0
007-4788-300,2
20170428091637167,0
20170408231843079,0
007-2534-100,2
007-2472-100,1
007-0494-000,0
20170429214734011,0
20170223171621953,0
20170428091343520,0
20170424092157761,0
20170123171027172,0
007-2895-100,2
007-6381-400,4
007-0026-000,0
20170430194158570,0
20170417113118784,0
007-5506-300,2
20170615172258125,2
20170427184959479,0
007-6692-400,4
20170328081828478,0
20170417174055760,0
007-4859-300,2
007-1742-000,0
20170323152656323,0
20170406115411229,0
20170209165039458,0
007-1512-000,0
20170427184255876,0
007-2092-100,1
20170407142759489,0
20170512113631251,2
20170609091816747,2
007-6649-400,4
007-2251-100,0
20170406100532629,0
007-2173-100,1
007-5379-300,2
20170429203743453,0
007-2565-100,2
20170525171854504,2
20170227170433644,0
007-1357-000,0
007-7257-400,4
20170427084914937,0
20170408212157888,0
007-5702-300,2
20170504094058352,2
007-1610-000,0
007-1862-100,2
007-2756-100,1
007-5242-300,2
20170213115541839,0
20170425083714320,0
007-4225-200,2
007-3422-200,2
007-4850-300,3
007-4482-200,2
20170408220315153,0
007-6716-400,4
007-6598-400,4
20170327093221196,0
20170227235709733,0
20170406165101998,0
20170418103222183,0
007-5157-300,2
007-0162-000,0
007-4613-200,2
007-2238-100,2
007-0045-000,2
20170223104628748,0
007-4787-300,2
007-7103-400,4
20170616200843840,2
20170511152728021,2
007-4364-200,2
007-1024-000,0
20170427185059367,0
007-5411-300,2
20170413144619040,0
007-0542-000,2
007-2956-100,2
20170414102629794,0
007-3693-200,2
007-0886-000,0
20170430191806200,0
20170412103625063,0
20170331093706264,0
007-0734-000,0
20170429195304774,0
20170207174505090,0
20170224114427255,0
007-5935-300,2
007-5872-300,2
20170323085108829,0
007-3044-100,1
007-6909-400,4
007-3033-100,1
20170221113000307,0
007-0679-000,0
007-6361-400,4
007-4456-200,2
007-2909-100,2
007-0938-000,0
20170410161938592,0
007-1033-000,0
007-0845-000,0
007-4578-200,2
20170214095358288,0
007-3817-200,2
20170327110707781,0
007-4910-300,2
007-3329-200,2
007-0631-000,0
007-6512-400,4
007-0612-000,0
20170428101346224,0
20170430200610488,0
007-7207-400,4
20170429205345622,0
20170527111710016,2
007-8525-604,0
20170227234712975,0
007-6771-400,4
007-1187-000,0
20170430195639622,0
007-6340-400,4
007-3794-200,2
007-5404-300,2
20170427182230164,0
007-5048-300,2
20170224211818306,0
007-2778-100,2
007-2411-100,0
007-4076-200,2
007-5421-300,2
20170427185225468,0
007-5573-300,3
20170326104849419,0
007-5720-300,2
007-5086-300,2
20170517100810954,2
007-0948-000,0
007-6047-300,2
20170531092103690,2
007-2410-100,1
20170206181758712,0
007-5999-300,3
007-1582-000,0
007-3511-200,2
007-2009-100,1
007-5291-300,2
007-0243-000,0
007-7772-601,2
20170424105339602,0
007-1200-000,0
20170418084818778,0
20170424161103442,0
007-6112-300,2
007-6023-300,2
007-0185-000,2
007-0878-000,0
007-7249-400,4
007-2980-100,2
007-4739-200,2
007-1338-000,0
007-6066-300,2
007-6951-400,4
20170130111337516,0
20170411084057965,0
007-3517-200,2
007-3864-200,2
007-6612-400,4
20170323085258738,0
007-2999-100,2
007-2992-100,2
20170228154045742,0
007-1540-000,0
007-1041-000,0
20170510083555432,2
20170329140824603,0
20170330110502359,0
20170421184417368,0
20170429231836717,0
007-0691-000,0
007-6834-400,4
007-0405-000,0
20170408222000348,0
20170408233240607,0
20170414165409474,0
20170401090207262,0
20170120221256735,0
007-0061-000,0
20170622170936068,2
007-5628-300,2
20170216144248597,0
20170429205604367,0
20170427091005352,0
007-0086-000,0
20170428090729968,0
20170429201425625,0
007-2125-100,2
20170209140451728,0
007-0667-000,0
20170608112844110,2
20170427190305966,0
007-5268-300,2
007-5476-300,2
007-2329-100,1
007-4433-200,4
007-1319-000,2
007-6177-300,2
20170620090332437,2
007-0632-000,0
007-4971-300,2
007-6251-300,2
007-4057-200,3
007-5010-300,2
20170428163235298,0
007-2431-100,2
007-3506-200,2
20170522172835446,2
20170324075158165,0
20170430141737870,0
007-6669-400,4
20170327103406775,0
007-1074-000,0
20170220085827869,0
007-2965-100,2
007-4162-200,2
007-3784-200,2
20170613153734776,2
007-3087-100,2
007-5899-300,2
20170224220101554,0
007-6224-300,2
20170206084735758,0
20170518193957507,2
007-4344-200,2
007-4809-300,2
007-4934-300,2
20170428163302235,0
20170228224255877,0
20170427185536194,0
007-6601-400,4
20170329082301186,0
007-6787-400,4
007-3962-200,2
007-1202-000,0
007-1913-100,1
20170329134945032,0
20170429201902088,0
007-0997-000,0
20170429202008481,0
007-2722-100,1
20170228164821696,0
007-0161-000,0
007-5771-300,2
007-2782-100,1
007-2379-100,2
20170130104819310,0
007-2240-100,1
20170429201916017,0
20170602105045854,2
007-6255-300,2
20170429231230211,0
20170430195026297,0
007-5446-300,2
20170614105711288,2
20170324150600534,0
007-5937-300,2
007-3641-200,2
20170418081730220,0
20170427190558112,0
007-0851-000,2
007-4874-300,2
20170122153156719,0
007-5417-300,2
007-3102-100,1
20170323131021773,0
007-3430-200,2
007-3399-200,2
007-5185-300,2
20161111214315830,0
20170424094836129,0
20170420141214839,0
20170120141652234,0
007-7232-400,4
20170120222010342,0
007-3933-200,2
20170330141200858,0
007-5431-300,2
20170415091132491,0
007-3830-200,2
007-2743-100,1
20170621094919972,2
007-2188-100,1
007-4676-200,2
20170429215311097,0
20170622192843551,2
007-0492-000,0
20170214213146045,0
007-4636-200,2
20170429201027628,0
007-3749-200,2
20170427215222651,0
20170430193607059,0
007-6306-400,4
007-5842-300,2
20170505100939670,2
007-5930-300,2
20170204133657911,0
20170208081344140,0
20170429211723221,0
007-0098-000,0
007-3596-200,2
007-0739-000,0
20170427190704516,0
20170428100326826,0
007-5136-300,2
007-5671-300,2
20170418135622755,0
20170616084113893,2
20170124131514062,0
20170210161909082,0
007-1568-000,0
007-0302-000,0
007-5750-300,2
20170428163137336,0
007-6979-400,4
20170429202417002,0
20170406084018093,0
20170429193229179,0
20170413151855798,0
20170405090751552,0
007-7238-400,4
007-0120-000,0
007-4092-200,2
20170329093248244,0
007-3220-100,2
20170227141046442,0
007-4616-200,2
20170524161955652,2
007-7167-400,4
20170502112002456,3
007-2278-100,2
007-3067-100,2
20170407185843662,0
20170227091840469,0
20170429225620953,0
20170516103917519,2
20170424084133515,0
20170228111228898,0
20170430195236495,0
007-1346-000,0
007-3111-100,2
20170413101305552,0
007-3656-200,2
20170411153854469,0
20170429210944628,0
20170209163151745,0
20170517093220898,2
20170430205410866,0
007-1853-100,2
20170625205527838,2
007-0645-000,0
007-7421-601,0
007-4498-200,2
007-0525-000,0
20170224221350415,0
20170327170916823,0
007-1731-000,0
20170405090748710,0
007-5023-300,2
007-3414-200,2
007-4853-300,2
007-1927-100,2
20170323093945725,0
007-6781-400,4
20170429220620536,0
007-5033-300,2
007-3250-100,1
20170427180950244,0
007-3159-100,2
007-4472-200,2
007-3518-200,3
20170613150734900,1
20170209092651396,0
20170622084151355,2
007-5264-300,2
007-0874-000,0
007-0779-000,0
20170323153825474,0
20170410100437235,0
007-1635-000,0
20170429214633358,0
007-1437-000,2
20170630161546674,2
20170430204716484,0
20170329081334925,0
007-3783-200,2
20170429205648335,0
007-6927-400,4
20170424164440599,0
007-1960-100,0
20170412102222060,0
007-2915-100,2
007-2275-100,1
007-1926-100,2
007-4777-200,2
20170327112844313,0
007-4213-200,2
20170511225831900,2
20170427101352821,0
007-1433-000,0
007-4479-200,2
20170411115553358,0
007-2200-100,2
007-6991-400,4
007-2042-100,2
007-2117-100,1
007-7171-400,4
20170329094415086,0
007-2160-100,2
007-6956-400,4
20170215102114029,0
007-2858-100,2
007-1044-000,0
20170203152256681,0
007-2453-100,2
007-2931-100,2
20170221162252402,0
20170615110200358,1
20170323084059923,0
20170425160737447,0
007-4904-300,2
007-5558-300,2
007-2231-100,1
007-0392-000,0
007-3637-200,2
007-4718-200,2
007-1767-100,2
007-5952-300,2
007-1968-100,0
20170628162819744,2
007-0477-000,0
007-4760-200,2
007-1718-000,0
007-4072-200,3
007-6678-400,4
007-3019-100,1
20170429221438480,0
20170427093433656,0
007-5360-300,2
007-6115-300,2
007-3412-200,2
20170208173110046,0
007-3896-200,2
007-3423-200,2
007-6799-400,4
007-1491-000,0
20170414113710416,0
007-1117-000,0
007-6000-300,3
007-1052-000,0
20170208160944271,0
007-7328-601,0
007-3716-200,2
20170206144825073,0
20170327084920414,0
20170428152609924,0
007-6432-400,4
007-4486-200,2
007-5387-300,2
20170323093705822,0
20170120215354919,0
20170220143453654,0
007-2183-100,0
20161108112019490,0
007-3860-200,2
007-1983-100,1
20170323083521396,0
20170303143347912,0
007-6650-400,4
20170401140956673,0
007-0255-000,0
007-6312-400,4
007-3602-200,2
007-7157-400,4
007-0082-000,0
20170226223624346,0
007-4090-200,2
20170429221635070,0
20170407111907898,0
007-4638-200,2
20170427215121885,0
007-5241-300,2
007-6101-300,2
20170227160550038,0
007-2223-100,0
20170428091136343,0
007-1072-000,0
20170429202615447,0
007-0877-000,0
20170226090215881,0
007-1613-000,0
20170429215119377,0
20170227231503064,0
007-0673-000,0
007-1849-100,0
20170515204056119,2
20170327173128689,0
20170321102820781,0
20170505155403883,2
007-2018-100,2
20170429222004396,0
007-3734-200,2
007-3740-200,2
007-3668-200,2
007-5705-300,2
20170224111214174,0
20170415095936462,0
007-1549-000,0
20170224093843606,0
20170329082947964,0
007-4770-200,2
007-3873-200,2
007-2179-100,2
007-7194-400,4
20170406094448477,0
007-3997-200,2
20170609172109111,2
20170429205522492,0
007-6192-300,2
20170410084554253,0
20170626162141277,2
007-1985-100,1
20170214144104651,0
20170426101502649,0
007-5614-300,2
007-0172-000,0
20170508101047342,2
007-3903-200,2
007-1066-000,0
007-4577-200,2
007-3268-100,0
007-7437-601,0
007-0191-000,0
007-2986-100,1
20170224153515947,0
20170224105714794,0
20170430193401074,0
007-3792-200,2
20170329100248874,0
20170415102837115,0
007-6571-400,4
20170224144631192,0
007-4870-300,2
007-5082-300,2
20170429205037522,0
007-2615-100,2
007-2380-100,1
007-6930-400,4
007-4374-200,2
007-4970-300,2
20170413122857041,0
20170607104408052,2
007-0752-000,0
20170215164933601,0
20170408222419919,0
007-5833-300,2
007-3624-200,2
007-5205-300,2
20170430200313610,0
007-4474-200,2
007-5171-300,2
007-2250-100,2
007-2875-100,0
007-1110-000,0
007-4947-300,2
20170329081514631,0
007-7172-400,4
007-5648-300,2
007-8089-601,2
20170209102519919,0
20170411115343714,0
20170331075147582,0
007-1493-000,0
20170324140209599,0
007-1334-000,0
20170430195345823,0
20170519163314722,2
007-2385-100,2
20170223113740160,0
20170424153355976,0
007-3902-200,2
007-3418-200,2
007-5320-300,2
007-0320-000,0
007-2582-100,2
20170226090329392,0
007-5177-300,2
20170204102600357,0
007-4599-200,2
20170210165827268,0
20170429223754603,0
007-2338-100,1
20170427180947234,0
20170219153910177,0
20170412135309189,0
007-1774-100,1
007-2476-100,1
007-6256-300,2
007-3014-100,2
007-0959-000,0
20170629153038341,2
007-7009-400,4
20170430193824742,0
007-3618-200,2
007-3128-100,1
007-5064-300,2
20170226205337984,0
20170616085516129,2
007-8752-605,0
007-5013-300,2
007-6921-400,4
007-2507-100,2
20170429221244887,0
20170429202556062,0
20170427190717761,0
007-5392-300,2
20170418135719380,0
007-3496-200,2
007-3349-200,2
007-2424-100,2
007-1146-000,0
20170502112049508,2
007-2187-100,1
20170407234553882,0
007-4084-200,2
20170417155554253,0
20170609092004574,2
007-0452-000,0
007-7122-400,4
007-4541-200,2
007-1425-000,1
007-5113-300,2
007-6541-400,4
007-5613-300,2
007-3059-100,1
007-5948-300,2
20170329140648564,0
007-3006-100,0
20170213143240672,0
007-4215-200,2
20170216161229969,0
007-2879-100,1
007-2224-100,2
20170222183325776,0
20170224104019642,0
007-3889-200,2
007-7040-400,4
20170429222316967,0
20170411094654395,0
007-6745-400,4
007-0177-000,0
20170429223446341,0
20170324095907957,0
20170209165032574,0
007-2957-100,2
007-4860-300,0
20170525091431970,2
007-2211-100,1
20170408095250565,0
007-4079-200,2
007-5135-300,2
007-3212-100,1
20170225203146467,0
20170616121547366,2
007-2131-100,0
20170223153124868,0
007-5229-300,2
007-5075-300,2
20170228170352472,0
007-5859-300,2
007-3818-200,2
20170216104204068,0
007-4795-300,2
20170424155727824,0
007-6677-400,4
20170512134214478,2
20170430145139479,0
007-6488-400,4
20170429213027948,0
007-2822-100,2
20170429220107485,0
20170407200146765,0
007-4313-200,2
20170429231316160,0
007-1125-000,0
20170223104830204,0
007-4236-200,2
20170327111955443,0
20170429224308450,0
007-1965-100,1
007-6754-400,4
20170327140819321,0
007-6409-400,4
007-1804-100,2
007-0526-000,0
007-6241-300,2
007-4997-300,2
20161112024337097,0
007-7055-400,4
007-6511-400,4
007-6773-400,4
007-5443-300,3
007-1935-100,0
007-4754-200,2
007-5127-300,2
007-3127-100,2
007-1502-000,0
20170429215218066,0
20170427182207124,0
20170408232418287,0
007-6286-400,4
007-1827-100,2
20170430191908651,0
20170225194228528,0
007-0277-000,0
20170429214714282,0
20170408090406755,0
20170427213832371,0
20170429225944443,0
007-4471-200,2
007-3891-200,2
007-8054-601,0
20170619081749422,2
007-4722-200,2
007-1830-100,2
20170221162325961,0
20170331093314461,0
007-1959-100,1
007-7662-601,2
20170429222208486,0
007-1790-100,1
007-2382-100,2
007-4184-200,3
20170331100347502,0
20170429203735241,0
20170408224038809,0
007-4716-200,2
007-7123-400,4
007-3975-200,2
007-6445-400,4
007-8495-604,0
20170605163201114,2
007-7401-601,0
007-3136-100,2
007-5531-300,2
20170504152806899,3
20170406100349832,0
007-2651-100,2
20170429220006463,0
20170429225400728,0
20170225144727431,0
007-1552-000,0
20170427204940840,0
20170430204352793,0
007-1814-100,2
007-2938-100,1
007-0661-000,0
007-4464-200,2
20170330082033255,0
007-7917-601,0
007-3222-100,0
007-4532-200,2
20170220174809874,0
20170412112930040,0
007-5468-300,2
20170526155433935,2
007-1347-000,0
007-5267-300,2
007-6494-400,4
20170221161327553,0
20170417091142435,0
20170418095658350,0
007-6966-400,4
007-6869-400,4
007-4369-200,2
007-1325-000,0
20170428090925638,0
007-4200-200,2
20170327114655583,0
007-3688-200,2
007-5037-300,2
007-1871-100,2
007-6425-400,4
20170323130911479,0
007-0827-000,0
20170217114222834,0
007-6111-300,2
007-0253-000,0
007-2886-100,0
007-2095-100,2
007-3233-100,2
20170510082538687,1
007-3982-200,2
20170429231752118,0
20170120220933551,0
20170609174510784,2
20170521091223320,2
007-4660-200,2
20170527154255479,2
007-3179-100,1
007-1262-000,0
20170204114728704,0
20170427085054752,0
007-3029-100,1
007-7530-601,0
20170430180153360,0
007-4445-200,2
20170209164220825,0
20170414150026627,0
007-5823-300,2
007-7197-400,4
007-5620-300,2
007-2022-100,1
20170602102648655,2
007-1907-100,2
20170210162313359,0
007-4605-200,2
007-0928-000,0
20170622080754772,2
20170225202651301,0
007-3947-200,2
20170224161918334,0
20170401085944143,0
20170606104244150,2
20170610090813812,1
20170526155744277,2
20170329082259803,0
007-2391-100,2
007-3531-200,2
20170401083336746,0
20170406153916741,0
007-3721-200,2
007-3879-200,2
20170418093622522,0
20170220152001953,0
20170413085729775,0
007-2746-100,2
007-6542-400,4
20170408233140422,0
007-4810-300,2
007-0319-000,0
007-4271-200,2
20170327091025156,0
20170326080809380,0
20170208175905779,0
20170222152106328,0
20170323162112796,0
007-2684-100,1
20170222152100234,0
007-5539-300,2
20170617215514839,2
007-3764-200,2
20170224104412534,0
007-1452-000,0
20170524092705845,2
20170223103956938,0
20170620091659658,2
007-1636-000,0
20170401170902477,0
007-7127-400,4
20170223090159890,0
007-0700-000,0
007-1494-000,0
007-2857-100,0
20170328101706536,0
007-4793-300,2
20170208173959320,0
007-0663-000,0
007-6594-400,4
20170430192421866,0
20170627200907950,2
20170321155038579,0
20170327111957345,0
007-7118-400,4
20170427204630233,0
20170515124124226,2
007-2366-100,1
007-0561-000,0
20170427184957561,0
007-0888-000,0
007-1298-000,0
007-5350-300,3
007-2136-100,0
20170627111252345,2
007-0839-000,0
007-2439-100,2
20170427181154064,0
007-4645-200,3
007-0207-000,0
007-2086-100,2
20170331091707695,0
20170429213720222,0
007-0259-000,0
20170207084345478,0
20170430194330581,0
007-0836-000,0
20170323093304023,0
007-5093-300,2
007-1450-000,0
20170410111317874,0
20170227234341354,0
20170424161221373,0
007-2831-100,1
20170227112324405,0
20170428153703871,0
007-7959-601,0
007-4055-200,2
20170429215326784,0
20170430195959787,0
007-0653-000,0
007-4680-200,2
20170223094629597,0
20170427190638723,0
20170324075346975,0
007-2190-100,0
20170209164913408,0
20170622165310591,2
007-4248-200,2
007-2259-100,1
007-3101-100,1
007-4372-200,2
007-5472-300,2
20170215101220829,0
007-4260-200,2
007-4166-200,2
007-3060-100,2
20170224213138718,0
20170609090537957,1
007-5960-300,2
20170430200108000,0
20170627095738172,2
20170429222807282,0
20170626102154406,2
007-4668-200,2
007-3674-200,2
20170228091047322,0
007-6127-300,2
007-4856-300,2
20170327102502414,0
007-1189-000,0
007-2400-100,1
20170430195215780,0
007-4458-200,2
007-0130-000,0
20170412152604310,0
007-6705-400,4
007-7222-400,4
007-4447-200,2
007-3872-200,2
20170503085747511,2
20170323141507129,0
007-6075-300,2
20170508105008458,2
007-6195-300,2
20170622140812130,2
20170427215012046,0
007-5198-300,2
007-6390-400,4
20170411103440592,0
20170405133620515,0
20170429232230433,0
20170220104608752,0
20170608091627445,2
20170223171757680,0
20170430191902376,0
20170412103150457,0
007-5151-300,2
20170417161513973,0
20170323095950738,0
20170328091708971,0
007-1967-100,1
20170502140919286,2
007-4632-200,2
